1 3.16295546559
2 6.41799750263
4 12.6138271764
8 26.6338253844
16 49.4274326205
32 107.240905971
64 215.435524456
128 401.541920977
256 778.403960519
512 1546.7904099
1024 2952.0295203
2048 5345.1639629
4096 8555.05175806
8192 17477.1704461
16384 22012.1892498
32768 37327.3609556
65536 48993.3399678
131072 63239.5444777
262144 86616.4111031
524288 96847.7202009
1048576 104867.103476

