1 0.0018588330891847772
2 0.0037620288615631166
4 0.007342451525628441
8 0.014919227445832845
16 0.029673659255766014
32 0.06049433687830792
64 0.11991189833005894
128 0.23511231221109397
256 0.46396044354915345
512 0.9170289787026256
1024 1.6926293439639484
2048 3.1752966997236225
4096 5.8880498025383625
8192 9.600378485321405
16384 16.235115645975768
32768 18.827569586697194
65536 24.98011582780107
131072 28.546959748786755
262144 35.63106173437756
524288 38.22796559177273
1048576 38.409729645435945

