size,time,environment
262144,2.69794464,singularity
262144,2.96139717,singularity
262144,3.07631493,singularity
262144,3.46493721,singularity
262144,2.92277336,singularity
262144,2.93612480,singularity
262144,2.78806686,singularity
262144,3.14545631,singularity
524288,4.86230850,singularity
524288,5.38611412,singularity
524288,5.22971153,singularity
524288,4.97269630,singularity
524288,5.01251221,singularity
524288,5.42998314,singularity
524288,5.08880615,singularity
524288,5.43189049,singularity
524288,5.09643555,singularity
524288,5.35869598,singularity
524288,5.07473946,singularity
524288,5.68461418,singularity
524288,5.10454178,singularity
524288,5.34510612,singularity
524288,5.04660606,singularity
524288,5.41973114,singularity
524288,5.13553619,singularity
524288,5.44166565,singularity
524288,4.98104095,singularity
524288,5.63287735,singularity
1048576,9.55700874,singularity
1048576,9.44900513,singularity
1048576,9.68217850,singularity
1048576,10.14900208,singularity
1048576,9.49144363,singularity
1048576,9.90128517,singularity
1048576,9.74917412,singularity
1048576,10.10155678,singularity
1048576,9.70673561,singularity
1048576,9.86003876,singularity
1048576,9.65929031,singularity
1048576,9.68408585,singularity
1048576,9.67383385,singularity
1048576,10.17403603,singularity
1048576,9.77587700,singularity
1048576,9.85789299,singularity
1048576,9.73033905,singularity
1048576,9.57751274,singularity
1048576,9.48238373,singularity
1048576,9.74655151,singularity
