1 388.54384422
2 391.88933372
4 400.88057518
8 388.96107674
16 404.08611298
32 403.84626389
64 404.68931198
128 398.61249924
256 402.91285515
512 402.71067619
1024 436.73014641
2048 560.47940254
4096 898.93913269
8192 1019.40751076
16384 1021.35658264
32768 1650.50888062
65536 2629.37712669
131072 3259.87362862
262144 5863.86513710
524288 10360.60094833
1048576 19201.86972618
