1 425.72331429
2 399.81055260
4 397.17030525
8 390.15340805
16 393.62978935
32 405.95316887
64 394.97399330
128 400.94733238
256 405.40289879
512 408.62631798
1024 436.89179420
2048 577.12221146
4096 799.95846748
8192 1076.94888115
16384 1033.16593170
32768 1644.22178268
65536 2657.84120560
131072 3259.23776627
262144 5865.09728432
524288 10362.69044876
1048576 19219.70820427
