1 631.25228882
2 630.67841530
4 629.96029854
8 630.36799431
16 634.20248032
32 659.40356255
64 674.10039902
128 672.67370224
256 676.31459236
512 693.63570213
1024 764.66417313
2048 890.05517960
4096 1019.19031143
8192 1262.00890541
16384 1600.32629967
32768 2403.40042114
65536 4435.85705757
131072 8813.71784210
262144 13188.86113167
524288 25470.70884705
1048576 51404.87360954
