193,singularity,mpi,1,604701
196,native,mpi-high-comm,1,628441
200,singularity,mpi-high-comm,1,603459
203,native,mpi,1,626915
204,native,openmp,1,668331
205,docker,mpi,1,603919
206,singularity,openmp,1,640484
211,docker,openmp,1,639846
217,docker,openmp,1,642026
218,docker,mpi-high-comm,1,604704
221,singularity,mpi,1,604333
223,native,openmp,1,668209
226,singularity,mpi-high-comm,1,604023
227,native,mpi-high-comm,1,626764
228,singularity,openmp,1,640076
230,native,mpi,1,626754
234,docker,mpi,1,603144
