150,native,mpi,4,Time taken: 166264 milliseconds
151,docker,mpi,16,Time taken: 122703 milliseconds
153,docker,openmp,4,Time taken: 169156 milliseconds
154,singularity,mpi,16,Time taken: 50238 milliseconds
158,docker,mpi-high-comm,4,Time taken: 185061 milliseconds
159,native,mpi-high-comm,16,Time taken: 51185 milliseconds
160,docker,mpi-high-comm,16,Time taken: 133454 milliseconds
163,native,mpi,4,Time taken: 165728 milliseconds
164,singularity,mpi-high-comm,4,Time taken: 159349 milliseconds
166,singularity,openmp,16,Time taken: 168599 milliseconds
167,docker,mpi,16,Time taken: 117992 milliseconds
170,native,openmp,4,Time taken: 174754 milliseconds
171,docker,openmp,4,Time taken: 170071 milliseconds
173,singularity,mpi,16,Time taken: 50381 milliseconds
174,singularity,mpi,4,Time taken: 158996 milliseconds
175,singularity,openmp,4,Time taken: 167636 milliseconds
178,native,mpi,16,Time taken: 51891 milliseconds
180,native,mpi-high-comm,16,Time taken: 50977 milliseconds
181,docker,mpi-high-comm,4,Time taken: 185108 milliseconds
182,singularity,mpi-high-comm,16,Time taken: 47974 milliseconds
183,docker,mpi-high-comm,16,Time taken: 123471 milliseconds
184,native,mpi-high-comm,4,Time taken: 165573 milliseconds
185,native,openmp,16,Time taken: 174754 milliseconds
188,docker,openmp,16,Time taken: 170708 milliseconds
189,docker,mpi,4,Time taken: 184827 milliseconds
190,native,mpi-high-comm,4,Time taken: 165924 milliseconds
191,docker,openmp,16,Time taken: 170193 milliseconds
194,singularity,openmp,16,Time taken: 168517 milliseconds
195,docker,mpi-high-comm,16,Time taken: 140277 milliseconds
197,native,openmp,16,Time taken: 174868 milliseconds
198,singularity,mpi,16,Time taken: 49632 milliseconds
199,docker,mpi,16,Time taken: 125594 milliseconds
201,docker,mpi,4,Time taken: 184866 milliseconds
202,singularity,mpi-high-comm,4,Time taken: 159019 milliseconds
207,docker,mpi-high-comm,4,Time taken: 184904 milliseconds
208,native,mpi-high-comm,16,Time taken: 50663 milliseconds
209,singularity,openmp,4,Time taken: 168431 milliseconds
210,native,openmp,4,Time taken: 174564 milliseconds
212,docker,openmp,4,Time taken: 168969 milliseconds
213,native,mpi,16,Time taken: 51576 milliseconds
214,native,mpi,4,Time taken: 165930 milliseconds
215,singularity,mpi,4,Time taken: 159308 milliseconds
216,singularity,mpi-high-comm,16,Time taken: 48168 milliseconds
219,singularity,openmp,16,Time taken: 169164 milliseconds
220,docker,mpi,16,Time taken: 138145 milliseconds
222,native,mpi,16,Time taken: 52323 milliseconds
224,native,mpi-high-comm,4,Time taken: 165785 milliseconds
225,singularity,mpi-high-comm,4,Time taken: 159315 milliseconds
229,native,openmp,4,Time taken: 174820 milliseconds
231,native,mpi,4,Time taken: 166056 milliseconds
232,singularity,mpi-high-comm,16,Time taken: 48152 milliseconds
